"Id","Trismegistos","EDR","PHI","EDCS"
"ISic003132","645473","","330191",""
"ISic003133","645474","","330152",""
"ISic003134","645475","","329750 329751 329946",""
"ISic003135","645476","","329947",""
"ISic003136","645477","","329948",""
"ISic003137","645478","","329949",""
"ISic003138","645479","","329950",""
"ISic003139","645480","","329951",""
"ISic003140","645481","","329952",""
"ISic003141","645482","","329953",""
"ISic003142","645483","","329954",""
"ISic003143","645484","","329955",""
"ISic003144","645485","","329956",""
"ISic003145","645486","","329957",""
"ISic003146","645487","","329958",""
"ISic003147","645488","","329959 329960",""
"ISic003148","645489","","329695","64800158"
"ISic003149","494021","","178072","38000203"
"ISic003150","285099","","","13800758"
"ISic003151","493966","138383","","22200384"
"ISic003152","653662","","",""
"ISic003153","653658","081506","",""
"ISic003154","645490","","316201",""
"ISic003155","285100","121005","","14800312"
"ISic003156","285101","","","600739"
"ISic003157","285108","121023","","12600317"
"ISic003158","493967","139598","","22200386"
"ISic003159","565496","140104","",""
"ISic003161","645491","","329771",""
"ISic003162","645492","","329772 329773 329774 329775 329776",""
"ISic003163","645493","","329739",""
"ISic003164","645494","","329740",""
"ISic003165","645495","","329741",""
"ISic003166","645496","","329742",""
"ISic003167","645497","","329743",""
"ISic003168","645498","","329744",""
"ISic003169","645499","","329745",""
"ISic003170","645500","","329747",""
"ISic003171","645501","","329746",""
"ISic003172","645502","","329748",""
"ISic003173","645503","","329749",""
"ISic003174","645504","","329710 336189",""
"ISic003175","645505","","329711",""
"ISic003176","645506","","329720",""
"ISic003177","645507","","329721",""
"ISic003178","645508","","329569",""
"ISic003179","645509","","329570 329571",""
"ISic003180","645510","","329572",""
"ISic003181","645511","","329573",""
"ISic003182","645512","","329574 329575",""
"ISic003183","645513","","329576",""
"ISic003184","645514","","329578",""
"ISic003185","645515","","329579",""
"ISic003186","645516","","329580",""
"ISic003187","645517","","329581",""
"ISic003188","645518","","329582",""
"ISic003189","645519","","329583",""
"ISic003190","645520","","329584",""
"ISic003191","645521","","329585 329586",""
"ISic003192","645522","","329587",""
"ISic003193","645523","","329590",""
"ISic003194","645524","","329591",""
"ISic003195","645525","","329592",""
"ISic003196","645526","","329595",""
"ISic003197","645527","","329596",""
"ISic003198","645528","","329600","71000769"
"ISic003199","645529","","329624",""
"ISic003200","285008","114090","","64900513"
"ISic003201","284888","","336392 337020","64400286"
"ISic003202","175830","074061","","13700402"
"ISic003203","645530","","",""
"ISic003204","175823","073929","","13900105"
"ISic003205","175822","073930","","13900107"
"ISic003206","493968","139558","","22200387"
"ISic003207","493969","139555","","22200388"
"ISic003208","645531","","316202",""
"ISic003209","285104","121028","","17900194"
"ISic003210","493970","139554","","22200389"
"ISic003211","493971","139553","","22200390"
"ISic003212","645532","","316203",""
"ISic003213","645533","","316205",""
"ISic003214","645534","","316206",""
"ISic003215","285103","","","17201527"
"ISic003216","285105","121178","","14800288"
"ISic003217","285106","","","14800331"
"ISic003218","285109","","","14800598"
"ISic003219","285110","121187","","14800600"
"ISic003220","285107","121190","","14800832"
"ISic003221","285111","","","15400083"
"ISic003222","285112","","","17900201"
"ISic003223","285113","","316209","15500220"
"ISic003224","636409","","316211","39101071"
"ISic003225","285114","121259","","9600754"
"ISic003226","285115","","","12001875"
"ISic003227","493972","139403","","22200391"
"ISic003228","493973","139383","","22200392"
"ISic003229","493974","139344","","22200393"
"ISic003230","645536","","316215",""
"ISic003231","645537","","316216",""
"ISic003232","285116","","","600227"
"ISic003233","285117","","","600382"
"ISic003234","493975","139340","","22200394"
"ISic003235","285118","","","17900203"
"ISic003236","645538","","316218",""
"ISic003237","285119","","","10200330"
"ISic003238","493976","139214","","22200395"
"ISic003239","645539","","316221",""
"ISic003240","645540","","316223",""
"ISic003241","491469","","","22200396"
"ISic003242","285127","121664","","12600252"
"ISic003243","645541","","316228",""
"ISic003244","285136","","","13200388"
"ISic003245","285140","","","17900195"
"ISic003246","568533","","316231","39101162"
"ISic003247","493977","139175","","22200397"
"ISic003248","493978","139170","","22200398"
"ISic003249","285128","121761","","13300513"
"ISic003250","285129","121772","","13800902"
"ISic003251","493979","139161","","22200399"
"ISic003252","636492","","316235","39101274"
"ISic003253","285130","121774","","13801739"
"ISic003254","285131","","","13801799"
"ISic003255","285132","","","22200400"
"ISic003256","285134","121786","","14201009"
"ISic003257","285133","","","14201029"
"ISic003258","285137","121789","","14801304"
"ISic003259","493980","138814","","22200401"
"ISic003260","493035","","316241","28600001"
"ISic003261","285135","121791","","14802301"
"ISic003262","285141","122033","","14802827"
"ISic003263","645544","","316242",""
"ISic003264","493981","138807","","22200402"
"ISic003265","285142","122037","","17900191"
"ISic003266","645545","","316245",""
"ISic003267","285143","122039","","17900207"
"ISic003268","285144","122041","","17900197"
"ISic003269","493982","138806","","22200403"
"ISic003270","493983","","","22200404"
"ISic003271","645546","","316247",""
"ISic003272","645547","","316249",""
"ISic003273","285145","122043","","17900206"
"ISic003274","285146","122667","","17900202"
"ISic003275","285147","122836","","17900209"
"ISic003276","493984","138802","","22200405"
"ISic003277","493985","138800","","22200406"
"ISic003278","493986","138759","","22200407"
"ISic003279","493987","138758","","22200408"
"ISic003280","645548","","316252",""
"ISic003281","645549","","316253",""
"ISic003282","645550","","316257",""
"ISic003283","645551","","316261",""
"ISic003284","645552","","316262",""
"ISic003285","645553","","316267",""
"ISic003286","645554","","316268",""
"ISic003287","645555","","316271",""
"ISic003288","493988","138753","","22200409"
"ISic003289","645556","","316272",""
"ISic003290","645557","","178071 316273 336683",""
"ISic003291","645558","","316274",""
"ISic003292","645559","","316275",""
"ISic003293","645560","","316278",""
"ISic003294","645561","","316281",""
"ISic003295","645562","","316283",""
"ISic003296","645563","","316284",""
"ISic003297","493989","","","22200410"
"ISic003298","285148","122838","","17900193"
"ISic003299","645564","","316285",""
"ISic003300","285149","122915","","17900204"
"ISic003301","645565","","316287",""
"ISic003302","493990","138742","","22200411"
"ISic003303","645566","","316289",""
"ISic003304","645567","","316291",""
"ISic003305","491485","","","22200413"
"ISic003306","645568","","316292",""
"ISic003307","493992","138676","","22200414"
"ISic003308","645569","","316293",""
"ISic003309","645570","","316294",""
"ISic003310","493993","138674","","22200415"
"ISic003311","285150","122917","","17900196"
"ISic003312","645571","","316295",""
"ISic003313","285151","122919","","17900205"
"ISic003314","645572","","316296",""
"ISic003315","493994","138672","316298","22200416"
"ISic003316","493995","138671","","22200417"
"ISic003317","493996","138670","","22200418"
"ISic003318","645573","","316299",""
"ISic003319","493991","138680","","22200412"
"ISic003320","645574","","316300",""
"ISic003321","645575","","336159","70900814"
"ISic003322","645576","","",""
"ISic003323","284780","033622","313633",""
"ISic003324","645577","","",""
"ISic003325","491404","","","20401555"
"ISic003326","175829","073896","","13900430"
"ISic003327","645578","","","70900618"
"ISic003328","645579","","337252 337254","70900820"
"ISic003329","645580","","337251 337253","70900819"
"ISic003330","645581","","",""
"ISic003331","285063","114426","","64900709"
"ISic003333","175856","","",""
"ISic003334","645582","","",""
"ISic003335","645583","","",""
"ISic003336","491422","","","70900818"
"ISic003337","645584","","",""
"ISic003338","492388","","","34700076"
"ISic003339","492390","","","34100466"
"ISic003340","645585","159445","334869","25601305"
"ISic003341","645586","158973","334863","25601302"
"ISic003342","645587 898005","150062","336167","70900981"
"ISic003343","645588","","",""
"ISic003345","645589","","",""
"ISic003346","645590","","",""
"ISic003347","645591","","","70901003"
"ISic003348","645592","","","70901004"
"ISic003349","645593","","","64100252"
"ISic003351","645594","","",""
"ISic003352","645595","","316302",""
"ISic003353","175726","","","9700964"
"ISic003354","285187","","","22100626"
"ISic003355","644860","","",""
"ISic003356","644861","","",""
"ISic003357","644862","","","70900961"
"ISic003358","644863","","",""
"ISic003359","644864","","",""
"ISic003360","644865","","",""
"ISic003361","644866","","",""
"ISic003362","644867","","",""
"ISic003363","644868","","",""
"ISic003364","644869","","",""
"ISic003365","644870","","",""
"ISic003367","645596","","333746 331330 331387 332318","71000507"
"ISic003368","645597","","",""
"ISic003369","645598","","",""
"ISic003370","645599","","",""
"ISic003372","645600","","",""
"ISic003373","645601","","",""
"ISic003374","645602","","","60800081"
"ISic003375","645603","","330048",""
"ISic003376","645604","","",""
"ISic003377","645605","","",""
"ISic003378","645606","","178077","38000216"
"ISic003379","645607","","",""
"ISic003380","645608","","140340",""
"ISic003381","645609","","",""
"ISic003382","645610","","",""
"ISic003383","645654","","",""
"ISic003384","645655","","",""
"ISic003385","645656","","",""
"ISic003386","645657","","",""
"ISic003387","645658","","",""
"ISic003388","645659","","",""
"ISic003389","645660","","330080",""
"ISic003390","645661","","",""
"ISic003391","494029","","330096","70901044"
"ISic003392","491427","137139","","46600169"
"ISic003393","645611","137125","",""
"ISic003394","645612","137129","",""
"ISic003395","645613","137130","",""
"ISic003396","645614","137136","",""
"ISic003397","645615","137138","",""
"ISic003398","645616","","",""
"ISic003399","645617","","",""
"ISic003400","645618","","",""
"ISic003401","644946","","140300 336190",""
"ISic003402","644947","","140308",""
"ISic003403","644948","","140309",""
"ISic003404","644949","","140556",""
"ISic003405","644950","","140557",""
"ISic003406","644951","","140731",""
"ISic003407","644952","","140751",""
"ISic003408","644953","","140500",""
"ISic003410","644955","","140351",""
"ISic003411","644956","","",""
"ISic003412","644957","","",""
"ISic003413","644958","","","62900296"
"ISic003414","644959","","",""
"ISic003415","644960","","",""
"ISic003417","491429","","","51400892"
"ISic003418","645619","","178075","38000214"
"ISic003419","645620","136794","","64900499"
"ISic003420","644815","","",""
"ISic003421","644816","","",""
"ISic003422","644817","","","61700690"
"ISic003423","644818","","",""
"ISic003424","644819","","",""
"ISic003425","644820","","",""
"ISic003426","644821","","",""
"ISic003427","644822","","",""
"ISic003428","644823","","",""
"ISic003429","644824","","",""
"ISic003430","644825","","",""
"ISic003431","644826","","",""
"ISic003432","644827","","",""
"ISic003433","284771","033611","313624","14805792"
"ISic003434","175718","076314","","9400440"
"ISic003435","644914","","336160","70900815"
"ISic003436","644915","","",""
"ISic003437","644916","","","70900755"
"ISic003438","644917","","",""
"ISic003439","644918","","",""
"ISic003440","644919","","337249","70900754"
"ISic003441","492389","","","34700077"
"ISic003442","644920","","337247","70900753"
"ISic003443","644921","","337248","70900751"
"ISic003444","644922","","337250","70900752"
"ISic003445","644923","","","70900749"
"ISic003446","","","",""
"ISic003447","644925","","","70900746"
"ISic003448","644926","","","70900750"
"ISic003449","491432","","","55702038"
"ISic003450","491430","","","55702036"
"ISic003451","644927","","",""
"ISic003452","644928","","","70900744"
"ISic003453","644929","","","70900743"
"ISic003454","491431","","","55702037"
"ISic003455","644933","","","70900741"
"ISic003456","491433","","","55702039"
"ISic003457","644934","","",""
"ISic003458","644935","","",""
"ISic003459","644936","","",""
"ISic003460","644937","","",""
"ISic003461","644938","","337428",""
"ISic003462","644939","","",""
"ISic003464","285154","112581","","22100621"
"ISic003465","285155","113413","","22100625"
"ISic003466","285170","113441","","22100629"
"ISic003467","285171","113442","","22100630"
"ISic003468","285172","113430","","22100627"
"ISic003469","285176","112580","","22100620"
"ISic003470","644940","","",""
"ISic003471","175857","","337233","64900438"
"ISic003472","644941","","336061","70900721"
"ISic003473","644942","","336066","70900809"
"ISic003474","645095","","336067","70900798"
"ISic003475","645096","","336069","64500536"
"ISic003476","645097","","336070","64500537"
"ISic003477","645098","","336074",""
"ISic003478","645099","","336137","70900813"
"ISic003479","645100","","336138 337256","70901062"
"ISic003480","645101","","336139 337256","70901063"
"ISic003481","645102","","336182","70900812"
"ISic003482","645103","","336186",""
"ISic003483","645104","","336187",""
"ISic003484","645105","","336191",""
"ISic003485","645106","140873","175753","41300111"
"ISic003486","645107","140872","175752","41300110"
"ISic003487","645108","140911","175761","41300117"
"ISic003488","645109","140910","175760","41300116"
"ISic003489","645110","140897","175756","41300113"
"ISic003490","645111","140747","175751","41300109"
"ISic003491","645112","140746","175749","41300108"
"ISic003492","645113","140744","175747","41300106"
"ISic003493","645114","140741","175745","41300105"
"ISic003494","645115","140735","175742","41300104"
"ISic003495","645116","140734","175741","41300103"
"ISic003496","645117","140733","175740","41300102"
"ISic003497","645118","140732","175738","41300101"
"ISic003498","493912","150309","175669","70900057 41300057"
"ISic003499","645367","","336192",""
"ISic003500","645368","","336193",""
"ISic003501","645369","","336194",""
"ISic003502","645370","","336196",""
"ISic003503","645371","","336203","70901008"
"ISic003504","645372","150032","336204","70901007"
"ISic003505","492729","","140596 336567","39102270"
"ISic003506","645373","","336684",""
"ISic003507","491423","","336687","46600164"
"ISic003508","284778","033620","313622",""
"ISic003509","645374","","313623",""
"ISic003510","284772","033612","313626","14805793"
"ISic003511","493841","","313627","38200002"
"ISic003512","493842","","313628","38200003"
"ISic003513","493843","","313629","38200004"
"ISic003514","284779","033621","313630",""
"ISic003515","645375","","313631",""
"ISic003516","284773","033613","313632","14805795"
"ISic003517","284784","100006","313634",""
"ISic003518","284785","100007","313635","14805797"
"ISic003519","493848","","313636","38200006"
"ISic003520","284774","033616","313641","14805799"
"ISic003521","493853","","313642","38200010"
"ISic003522","493855","","313644","38200012"
"ISic003523","284775","033617","313645","14805800"
"ISic003524","493857","","313646","38200013"
"ISic003525","284776","033618","313647","14805801"
"ISic003526","284786","100010","313648",""
"ISic003527","284783","100011","313649",""
"ISic003528","493860","","313650","38200014"
"ISic003529","493861","","313651","38200015"
"ISic003530","493862","","313652","38200016"
"ISic003531","175707","078346","313655","14805806"
"ISic003532","493863","","313656","38200017"
"ISic003533","284787","100012","313657","14805807"
"ISic003534","284781","033626","313658","14805808"
"ISic003535","493866","","313659","38200018"
"ISic003536","493867","","313660","38200019"
"ISic003538","493871","","313665","38200023"
"ISic003539","645428","","",""
"ISic003540","284777","033619","313667","14805809"
"ISic003541","284782","033627","313676","14805811"
"ISic003542","493879","","313677","38200029"
"ISic003543","175683","078713","","8600288"
"ISic003544","285165","","140927","39101547"
"ISic003545","653663","","140927",""
"ISic003546","645621","","337198","70900400"
"ISic003547","645622","","337211","71000783"
"ISic003548","645623","","337212","71000784"
"ISic003549","645624","","337213","71000785"
"ISic003550","645625","","337214","71000772"
"ISic003551","645626","","337215","71000773"
"ISic003552","645627","","337216","71000774"
"ISic003553","645628","","337217","71000775"
"ISic003554","645629","","337218","71000776"
"ISic003555","645630","","337219",""
"ISic003556","645631","","337220","71000777"
"ISic003557","645632","","337221","71000778"
"ISic003558","645633","","337222","71000779"
"ISic003559","645634","","337223","71000780"
"ISic003560","645635","","337224","71000781"
"ISic003561","565495","","337234",""
"ISic003562","645636","","337255",""
"ISic003565","175860","","336965","65100060"
"ISic003566","645637","","337361 337362",""
"ISic003567","645638","","337427",""
"ISic003568","645639","","337415",""
"ISic003569","645640","","337416",""
"ISic003570","645641","","337420",""
"ISic003571","645642","","",""
"ISic003572","645643","","",""
"ISic003573","645644","","",""
"ISic003574","645645","","",""
"ISic003575","645646","","",""
"ISic003576","645647","","",""
"ISic003577","645648","","",""
"ISic003578","645649","","",""
"ISic003579","645650","","",""
"ISic003580","645651","","",""
"ISic003581","645652","","",""
"ISic003582","645653","","",""
"ISic003583","645662","","",""
"ISic003584","645663","","",""
"ISic003585","645664","","",""
"ISic003586","645665","","",""
"ISic003587","645666","","",""
"ISic003588","645667","","",""
"ISic003589","645668","","",""
"ISic003590","645669","","",""
"ISic003591","645670","","",""
"ISic003592","645671","","",""
"ISic003593","645672","","","41300120"
"ISic003594","645673","","175586",""
"ISic003595","645674","","",""
"ISic003596","645675","","",""
"ISic003597","491424","","","46600166"
"ISic003598","491425","","","46600167"
"ISic003599","491434","","","46600165"
"ISic003600","645676","","",""
"ISic003601","284878","112480","",""
"ISic003602","491419","","","46600160"
"ISic003603","645677","","",""
"ISic003604","645678","","",""
"ISic003605","645679","","",""
"ISic003606","645680","","",""
"ISic003607","491421","","","46600162"
"ISic003608","645681","","",""
"ISic003609","645682","","",""
"ISic003610","645683","","",""
"ISic003611","645684","","",""
"ISic003612","645685","","",""
"ISic003613","645686","","",""
"ISic003614","645687","","",""
"ISic003615","645688","","",""
"ISic003616","645689","","",""
"ISic003617","645690","","",""
"ISic003618","645691","","",""
"ISic003619","645692","","",""
"ISic003620","645693","","178088",""
"ISic003621","645694","","","59500345"
"ISic003622","645695","","","59500346 63800027"
"ISic003623","645696","","","59500347"
"ISic003624","645697","","",""
"ISic003625","645698","","",""
"ISic003626","645699","","",""
"ISic003627","285162","","140930","39101550"
"ISic003628","645701","","",""
"ISic003629","285087","120815","","64400282"
"ISic003630","645702","","",""
"ISic003631","645703","","",""
"ISic003632","284834","","",""
"ISic003633","645704","136011","336045",""
"ISic003634","491405","","","23900186"
"ISic003635","491407","","","23900188"
"ISic003636","645705","","","59500343"
"ISic003637","285138","112554","","46600170"
"ISic003638","285179","","140931","39101551"
"ISic003639","285185","113464","","23400467"
"ISic003640","645706","","","70900998"
"ISic003641","645707","","",""
"ISic003642","645708","","","70900996"
"ISic003643","645709","","","70900827"
"ISic003644","","","",""
"ISic003645","","","",""
"ISic003646","","","",""
"ISic003647","","","",""
"ISic003648","","","",""
"ISic003649","","","",""
"ISic003650","","","",""
"ISic003651","492780","","333748 336672",""
"ISic003652","","","",""
"ISic003653","","","",""
"ISic003654","","","",""
"ISic003655","","","",""
"ISic003656","","139408","",""
"ISic003657","","139045","",""
"ISic003658","","","",""
"ISic003659","","072804","",""
"ISic003660","","108279","",""
"ISic003661","","108287","",""
"ISic003662","","108328","",""
"ISic003663","","108278","",""
"ISic003664","","108280","",""
"ISic003665","","113891","",""
"ISic003666","","120885","",""
"ISic003667","","122921","",""
"ISic003668","","122923","",""
"ISic003669","","122925","",""
"ISic003670","","122929","",""
"ISic003671","","123023","",""
"ISic003672","","","",""
"ISic003673","","","",""
"ISic003674","","","",""
"ISic003675","","","",""
"ISic003676","","","",""
"ISic003677","","","",""
"ISic003678","","","",""
"ISic003679","","","",""
"ISic003680","","","",""
"ISic003681","696080","150234","330083 301096","64800233"
"ISic003682","","","",""
"ISic003683","","","140928",""
"ISic003684","","","140929",""
"ISic003685","","","",""
"ISic003686","","","",""
"ISic003687","","","",""
"ISic003688","","","",""
"ISic003689","","","140538 175477",""
"ISic003690","","","",""
"ISic003691","","","329593",""
"ISic003692","","","329594",""
"ISic003693","","","329927",""
"ISic003694","","","",""
"ISic003695","","","330076",""
"ISic003696","","","330084",""
"ISic003697","","","330086",""
"ISic003698","697633","150260","330087","70901039"
"ISic003699","","","175589",""
"ISic003700","","","140850 140851",""
"ISic003701","","","140867",""
"ISic003702","","","178086",""
"ISic003703","","","178087",""
"ISic003704","","","178089",""
"ISic003705","","","178090",""
"ISic003706","","","178091",""
"ISic003707","","","178092",""
"ISic003708","","","330109",""
"ISic003709","","","",""
"ISic003710","","","",""
"ISic003711","","","",""
"ISic003712","","136024","336048",""
"ISic003713","","149660","336049",""
"ISic003714","","136025","336050",""
"ISic003715","","136031","336051",""
"ISic003716","","136046","336052",""
"ISic003717","","136048","336053",""
"ISic003718","","","336682",""
"ISic003719","","","336721",""
"ISic003720","","","334195",""
"ISic003721","","","334324",""
"ISic003722","","","334313",""
"ISic003723","","","334167",""
"ISic003724","","","334813",""
"ISic003725","","","334107",""
"ISic003726","","","334108",""
"ISic003727","","","334110",""
"ISic003728","","","334111",""
"ISic003729","","","334113",""
"ISic003730","","","334114",""
"ISic003731","","","334115",""
"ISic003732","","","334117",""
"ISic003733","","","334118",""
"ISic003734","","","334121",""
"ISic003735","","","334122",""
"ISic003736","","","334123",""
"ISic003737","","","334124",""
"ISic003738","","","334126",""
"ISic003739","","","334127",""
"ISic003740","","","334129",""
"ISic003741","","","334130",""
"ISic003742","","","334132",""
"ISic003743","","","334133",""
"ISic003744","","","334134",""
"ISic003745","","","334135",""
"ISic003746","","","334136",""
"ISic003747","","","334137",""
"ISic003748","","","334138",""
"ISic003749","","","334139",""
"ISic003750","","","334140",""
"ISic003751","","","334142",""
"ISic003752","","","334144",""
"ISic003753","","","334145",""
"ISic003754","","","334146",""
"ISic003755","","","334147",""
"ISic003756","","","334148",""
"ISic003757","","","334149",""
"ISic003758","","","334150",""
"ISic003759","","","334151",""
"ISic003760","","","334152",""
"ISic003761","","","334153",""
"ISic003762","","","334154",""
"ISic003763","","","334155",""
"ISic003764","","","334156",""
"ISic003765","","","334157",""
"ISic003766","","","334158",""
"ISic003767","","","334159",""
"ISic003768","","","334162",""
"ISic003769","","","334163",""
"ISic003770","","","334164",""
"ISic003771","","","334165",""
"ISic003772","","","334166",""
"ISic003773","","","334168",""
"ISic003774","","","334169",""
"ISic003775","","","334171",""
"ISic003776","","","334173",""
"ISic003777","","","334174",""
"ISic003778","","","334175",""
"ISic003779","","","334176",""
"ISic003780","","","334177",""
"ISic003781","","","334178",""
"ISic003782","","","334179",""
"ISic003783","","","334180",""
"ISic003784","","","334181",""
"ISic003785","","","334182",""
"ISic003786","","","334183",""
"ISic003787","","","334184",""
"ISic003788","","","334185",""
"ISic003789","","","334186",""
"ISic003790","","","334187",""
"ISic003791","","","334188",""
"ISic003792","","","334191",""
"ISic003793","","","334192",""
"ISic003794","","","334193",""
"ISic003795","","","334194",""
"ISic003796","","","334196",""
"ISic003797","","","334198",""
"ISic003798","","","334199",""
"ISic003799","","","334200",""
"ISic003800","","","334201",""
"ISic003801","","","334204",""
"ISic003802","","","334205",""
"ISic003803","","","334206",""
"ISic003804","","","334207",""
"ISic003805","","","334209",""
"ISic003806","","","334210",""
"ISic003807","","","334212",""
"ISic003808","","","334214",""
"ISic003809","","","334215",""
"ISic003810","","","334216",""
"ISic003811","","","334217",""
"ISic003812","","","334219",""
"ISic003813","","","334220",""
"ISic003814","","","334221",""
"ISic003815","","","334222",""
"ISic003816","","","334223",""
"ISic003817","","","334226",""
"ISic003818","","","334228",""
"ISic003819","","","334229",""
"ISic003820","","","334233",""
"ISic003821","","","334234",""
"ISic003822","","","334235",""
"ISic003823","","","334237",""
"ISic003824","","","334238",""
"ISic003825","","","334239",""
"ISic003826","","","334242",""
"ISic003827","","","334244",""
"ISic003828","","","334245",""
"ISic003829","","","334246",""
"ISic003830","","","334250",""
"ISic003831","","","334253",""
"ISic003832","","","334255",""
"ISic003833","","","334256",""
"ISic003834","","","334257",""
"ISic003835","","","334259",""
"ISic003836","","","334260",""
"ISic003837","","","334261",""
"ISic003838","","","334262",""
"ISic003839","","","334263",""
"ISic003840","","","334264",""
"ISic003841","","","334265",""
"ISic003842","","","334266",""
"ISic003843","","","334267",""
"ISic003844","","","334268",""
"ISic003845","","","334269",""
"ISic003846","","","334270",""
"ISic003847","","","334273",""
"ISic003848","","","334274",""
"ISic003849","","","334275",""
"ISic003850","","","334276",""
"ISic003851","","","334277",""
"ISic003852","","","334278",""
"ISic003853","","","334279",""
"ISic003854","","","334280",""
"ISic003855","","","334281",""
"ISic003856","","","334282",""
"ISic003857","","","334283",""
"ISic003858","","","334284",""
"ISic003859","","","334285",""
"ISic003860","","","334289",""
"ISic003861","","","334290",""
"ISic003862","","","334293",""
"ISic003863","","","334294",""
"ISic003864","","","334295",""
"ISic003865","","","334299",""
"ISic003866","","","334301",""
"ISic003867","","","334304",""
"ISic003868","","","334305",""
"ISic003869","","","334306",""
"ISic003870","","","334309",""
"ISic003871","","","334310",""
"ISic003872","","","334312",""
"ISic003873","","","334314",""
"ISic003874","","","334315",""
"ISic003875","","","334319",""
"ISic003876","","","334321",""
"ISic003877","","","334322",""
"ISic003878","","","334323",""
"ISic003879","","","334325",""
"ISic003880","","","334328",""
"ISic003881","","","334329",""
"ISic003882","","","334330",""
"ISic003883","","","334331",""
"ISic003884","","","334332",""
"ISic003885","","","334333",""
"ISic003886","","","334334",""
"ISic003887","","","334335",""
"ISic003888","","","334338",""
"ISic003889","","","334339",""
"ISic003890","","","334340",""
"ISic003891","","","334343",""
"ISic003892","","","334345",""
"ISic003893","","","334346",""
"ISic003894","","","334348",""
"ISic003895","","","334349",""
"ISic003896","","","334350",""
"ISic003897","","","334351",""
"ISic003898","","","334352",""
"ISic003899","","","334353",""
"ISic003900","","","334354",""
"ISic003901","","","334355",""
"ISic003902","","","334357",""
"ISic003903","","","334361",""
"ISic003904","","","334362",""
"ISic003905","","","334363",""
"ISic003906","","","334364",""
"ISic003907","","","334365",""
"ISic003908","","","334366",""
"ISic003909","","","334367",""
"ISic003910","","","334368",""
"ISic003911","","","334369",""
"ISic003912","","","334372",""
"ISic003913","","","334374",""
"ISic003914","","","334373",""
"ISic003915","","","334375",""
"ISic003916","","","334376",""
"ISic003917","","","334377",""
"ISic003918","","","334378",""
"ISic003919","","","334379",""
"ISic003920","","","334380",""
"ISic003921","","","334381",""
"ISic003922","","","334382",""
"ISic003923","","","334383",""
"ISic003924","","","334385",""
"ISic003925","","","334387",""
"ISic003926","","","334389",""
"ISic003927","","","334390",""
"ISic003928","","","334392",""
"ISic003929","","","334393",""
"ISic003930","","","334396",""
"ISic003931","","","334397",""
"ISic003932","","","334398",""
"ISic003933","","","334399",""
"ISic003934","","","334403",""
"ISic003935","","","334404",""
"ISic003936","","","334405",""
"ISic003937","","","334408",""
"ISic003938","","","334409",""
"ISic003939","","","334411",""
"ISic003940","","","334412",""
"ISic003941","","","334414",""
"ISic003942","","","334415",""
"ISic003943","","","334416",""
"ISic003944","","","334417",""
"ISic003945","","","334418",""
"ISic003946","","","334419",""
"ISic003947","","","334420",""
"ISic003948","","","334421",""
"ISic003949","","","334423",""
"ISic003950","","","334424",""
"ISic003951","","","334425",""
"ISic003952","","","334426",""
"ISic003953","","","334427",""
"ISic003954","","","334428",""
"ISic003955","","","334429",""
"ISic003956","","","334431",""
"ISic003957","","","334433",""
"ISic003958","","","334434",""
"ISic003959","","","334435",""
"ISic003960","","","334436",""
"ISic003961","","","334438",""
"ISic003962","","","334439",""
"ISic003963","","","334440",""
"ISic003964","","","334441",""
"ISic003965","","","334442",""
"ISic003966","","","334443",""
"ISic003967","","","334444",""
"ISic003968","","","334445",""
"ISic003969","","","334446",""
"ISic003970","","","334448",""
"ISic003971","","","334449",""
"ISic003972","","","334451",""
"ISic003973","","","334452",""
"ISic003974","","","334453",""
"ISic003975","","","334455",""
"ISic003976","","","334456",""
"ISic003977","","","334459",""
"ISic003978","","","334462",""
"ISic003979","","","334466",""
"ISic003980","","","334467",""
"ISic003981","","","334468",""
"ISic003982","","","334469",""
"ISic003983","","","334470",""
"ISic003984","","","334471",""
"ISic003985","","","334473",""
"ISic003986","","","334474",""
"ISic003987","","","334475",""
"ISic003988","","","334476",""
"ISic003989","","","334477",""
"ISic003990","","","334478",""
"ISic003991","","","334482",""
"ISic003992","","","334484",""
"ISic003993","","","334485",""
"ISic003994","","","334486",""
"ISic003995","","","334487",""
"ISic003996","","","334488",""
"ISic003997","","","334489",""
"ISic003998","","","334492",""
"ISic003999","","","334493",""
"ISic004000","","","334494",""
"ISic004001","","","334496",""
"ISic004002","","","334498",""
"ISic004003","","","334499",""
"ISic004004","","","334501",""
"ISic004005","","","334504",""
"ISic004006","","","334505",""
"ISic004007","","","334506",""
"ISic004008","","","334507",""
"ISic004009","","","334508",""
"ISic004010","","","334509",""
"ISic004011","","","334510",""
"ISic004012","","","334512",""
"ISic004013","","","334513",""
"ISic004014","","","334516",""
"ISic004015","","","334518",""
"ISic004016","","","334521",""
"ISic004017","","","334522",""
"ISic004018","","","334523",""
"ISic004019","","","334524",""
"ISic004020","","","334525",""
"ISic004021","","","334527",""
"ISic004022","","","334528",""
"ISic004023","","","334530",""
"ISic004024","","","334531",""
"ISic004025","","","334532",""
"ISic004026","","","334533",""
"ISic004027","","","334535",""
"ISic004028","","","334536",""
"ISic004029","","","334537",""
"ISic004030","","","334538",""
"ISic004031","","","334539",""
"ISic004032","","","334542",""
"ISic004033","","","334543",""
"ISic004034","","","334544",""
"ISic004035","","","334545",""
"ISic004036","","","334546",""
