"Id","Trismegistos","EDR","PHI","EDCS"
"ISic004037","","","334547",""
"ISic004038","","","334549",""
"ISic004039","","","334550",""
"ISic004040","","","334551",""
"ISic004041","","","334552",""
"ISic004042","","","334553",""
"ISic004043","","","334555",""
"ISic004044","","","334556",""
"ISic004045","","","334558",""
"ISic004046","","","334560",""
"ISic004047","","","334561",""
"ISic004048","","","334563",""
"ISic004049","","","334564",""
"ISic004050","","","334565",""
"ISic004051","","","334567",""
"ISic004052","","","334568",""
"ISic004053","","","334570",""
"ISic004054","","","334571",""
"ISic004055","","","334572",""
"ISic004056","","","334573",""
"ISic004057","","","334574",""
"ISic004058","","","334575",""
"ISic004059","","","334576",""
"ISic004060","","","334577",""
"ISic004061","","","334579",""
"ISic004062","","","334581",""
"ISic004063","","","334582",""
"ISic004064","","","334583",""
"ISic004065","","","334584",""
"ISic004066","","","334586",""
"ISic004067","","","334587",""
"ISic004068","","","334588",""
"ISic004069","","","334589",""
"ISic004070","","","334590",""
"ISic004071","","","334594",""
"ISic004072","","","334595",""
"ISic004073","","","334596",""
"ISic004074","","","334600",""
"ISic004075","","","334601",""
"ISic004076","","","334602",""
"ISic004077","","","334603",""
"ISic004078","","","334604",""
"ISic004079","","","334605",""
"ISic004080","","","334606",""
"ISic004081","","","334607",""
"ISic004082","","","334609",""
"ISic004083","","","334610",""
"ISic004084","","","334611",""
"ISic004085","","","334612",""
"ISic004086","","","334614",""
"ISic004087","","","334615",""
"ISic004088","","","334618",""
"ISic004089","","","334619",""
"ISic004090","","","334620",""
"ISic004091","","","334622",""
"ISic004092","","","334623",""
"ISic004093","","","334624",""
"ISic004094","","","334625",""
"ISic004095","","","334628",""
"ISic004096","","","334629",""
"ISic004097","","","334630",""
"ISic004098","","","334631",""
"ISic004099","","","334632",""
"ISic004100","","","334634",""
"ISic004101","","","334636",""
"ISic004102","","","334637",""
"ISic004103","","","334638",""
"ISic004104","","","334639",""
"ISic004105","","","334640",""
"ISic004106","","","334642",""
"ISic004107","","","334643",""
"ISic004108","","","334644",""
"ISic004109","","","334646",""
"ISic004110","","","334647",""
"ISic004111","","","334648",""
"ISic004112","","","334649",""
"ISic004113","","","334650",""
"ISic004114","","","334651",""
"ISic004115","","","334652",""
"ISic004116","","","334653",""
"ISic004117","","","334654",""
"ISic004118","","","334656",""
"ISic004119","","","334658",""
"ISic004120","","","334659",""
"ISic004121","","","334661",""
"ISic004122","","","334662",""
"ISic004123","","","334663",""
"ISic004124","","","334665",""
"ISic004125","","","334666",""
"ISic004126","","","334667",""
"ISic004127","","","334668",""
"ISic004128","","","334669",""
"ISic004129","","","334670",""
"ISic004130","","","334671",""
"ISic004131","","","334672",""
"ISic004132","","","334673",""
"ISic004133","","","334674",""
"ISic004134","","","334675",""
"ISic004135","","","334677",""
"ISic004136","","","334678",""
"ISic004137","","","334679",""
"ISic004138","","","334680",""
"ISic004139","","","334681",""
"ISic004140","","","334682",""
"ISic004141","","","334683",""
"ISic004142","","","334684",""
"ISic004143","","","334686",""
"ISic004144","","","334688",""
"ISic004145","","","334689",""
"ISic004146","","","334690",""
"ISic004147","","","334691",""
"ISic004148","","","334694",""
"ISic004149","","","334695",""
"ISic004150","","","334696",""
"ISic004151","","","334697",""
"ISic004152","","","334698",""
"ISic004153","","","334700",""
"ISic004154","","","334701",""
"ISic004155","","","334703",""
"ISic004156","","","334704",""
"ISic004157","","","334705",""
"ISic004158","","","334706",""
"ISic004159","","","334707",""
"ISic004160","","","334708",""
"ISic004161","","","334710",""
"ISic004162","","","334711",""
"ISic004163","","","334712",""
"ISic004164","","","334713",""
"ISic004165","","","334714",""
"ISic004166","","","334715",""
"ISic004167","","","334716",""
"ISic004168","","","334717",""
"ISic004169","","","334718",""
"ISic004170","","","334719",""
"ISic004171","","","334720",""
"ISic004172","","","334721",""
"ISic004173","","","334722",""
"ISic004174","","","334724",""
"ISic004175","","","334727",""
"ISic004176","","","334728",""
"ISic004177","","","334729",""
"ISic004178","","","334730",""
"ISic004179","","","334732",""
"ISic004180","","","334733",""
"ISic004181","","","334735",""
"ISic004182","","","334736",""
"ISic004183","","","334738",""
"ISic004184","","","334739",""
"ISic004185","","","334740",""
"ISic004186","","","334741",""
"ISic004187","","","334742",""
"ISic004188","","","334743",""
"ISic004189","","","334744",""
"ISic004190","","","334745",""
"ISic004191","","","334746",""
"ISic004192","","","334747",""
"ISic004193","","","334748",""
"ISic004194","","","334749",""
"ISic004195","","","334750",""
"ISic004196","","","334752",""
"ISic004197","","","334753",""
"ISic004198","","","334754",""
"ISic004199","","","334755",""
"ISic004200","","","334758",""
"ISic004201","","","334759",""
"ISic004202","","","334760",""
"ISic004203","","","334761",""
"ISic004204","","","334762",""
"ISic004205","","","334763",""
"ISic004206","","","334764",""
"ISic004207","","","334767",""
"ISic004208","","","334768",""
"ISic004209","","","334769",""
"ISic004210","","","334771",""
"ISic004211","","","334772",""
"ISic004212","","","334773",""
"ISic004213","","","334774",""
"ISic004214","","","334775",""
"ISic004215","","","334776",""
"ISic004216","","","334777",""
"ISic004217","","","334778",""
"ISic004218","","","334779",""
"ISic004219","","","334780",""
"ISic004220","","","334781",""
"ISic004221","","","334782",""
"ISic004222","","","334784",""
"ISic004223","","","334785",""
"ISic004224","","","334786",""
"ISic004225","","","334787",""
"ISic004226","","","334788",""
"ISic004227","","","334789",""
"ISic004228","","","334790",""
"ISic004229","","","334791",""
"ISic004230","","","334794",""
"ISic004231","","","334795",""
"ISic004232","","","334799",""
"ISic004233","","","334800",""
"ISic004234","","","334801",""
"ISic004235","","","334803",""
"ISic004236","","","334804",""
"ISic004237","","","334807",""
"ISic004238","","","334808",""
"ISic004239","","","334810",""
"ISic004240","","","334812",""
"ISic004241","","","334815",""
"ISic004242","","","334816",""
"ISic004243","","","334817",""
"ISic004244","","","334818",""
"ISic004245","","","334819",""
"ISic004246","","","334822",""
"ISic004247","","","334824",""
"ISic004248","","","334825",""
"ISic004249","","","334829",""
"ISic004250","","","334830",""
"ISic004251","","","334832",""
"ISic004252","","","334834",""
"ISic004253","","","334835",""
"ISic004254","","","334837",""
"ISic004255","","","334839",""
"ISic004256","","","334840",""
"ISic004257","","","334843",""
"ISic004258","","","334844",""
"ISic004259","","","334845",""
"ISic004260","","","334846",""
"ISic004261","","","334847",""
"ISic004262","","","334849",""
"ISic004263","","","334851",""
"ISic004264","","","334853",""
"ISic004265","","","334855",""
"ISic004266","","","334856",""
"ISic004267","493806","158480","334859","25601299"
"ISic004268","493807","158481","334860","25601300"
"ISic004269","493808","158482","334861","25601301"
"ISic004270","493810","159443","334867","25601303"
"ISic004271","","","334868",""
"ISic004272","493813","159446","334870","25601306"
"ISic004273","493814","159447","334871","25601307"
"ISic004274","","","334872",""
"ISic004275","493816","159450","334873","25601309"
"ISic004276","493817","","334874","25601310"
"ISic004277","493818","159452","334875","25601311"
"ISic004278","493819","158975","334876","25601312"
"ISic004279","493820","159453","334878","25601313"
"ISic004280","","","334879",""
"ISic004281","493822","159455","334880","25601315"
"ISic004282","","","334883",""
"ISic004283","493827","159491","334886","25601320"
"ISic004284","","","334889",""
"ISic004285","","","334890",""
"ISic004286","","","334893",""
"ISic004287","","","334894",""
"ISic004288","","","334895",""
"ISic004289","","","334898",""
"ISic004290","","","334901",""
"ISic004291","","","334902",""
"ISic004292","","","334903",""
"ISic004329","","","334437",""
"ISic004330","","","334569",""
"ISic004331","","","334723",""
"ISic004332","","","334806",""
"ISic004333","","","334809",""
"ISic004334","","","",""
"ISic004335","","","",""
"ISic004336","","","",""
"ISic004337","","","",""
"ISic004338","","","",""
"ISic004339","","","",""
"ISic004340","","","",""
"ISic004341","","","",""
"ISic004342","","","",""
"ISic004343","572408","","","19100115"
"ISic004344","","","",""
"ISic004345","","","",""
"ISic004346","","","",""
"ISic004347","","","",""
"ISic004348","","","",""
"ISic004349","","","",""
"ISic004350","","","",""
"ISic004351","","","",""
"ISic004352","","","",""
"ISic004353","","","",""
"ISic004354","","","",""
"ISic004355","","","",""
"ISic004356","","","",""
"ISic004357","","","",""
"ISic004358","","","",""
"ISic004359","","","",""
"ISic004360","","","",""
"ISic004361","","","",""
"ISic004362","","","",""
"ISic004363","","","",""
"ISic004364","","","",""
"ISic004365","","","",""
"ISic004366","","","",""
"ISic004367","","147225","",""
"ISic004368","","","",""
"ISic004369","","","",""
"ISic004370","","","",""
"ISic004371","","","",""
"ISic004372","","","",""
"ISic004373","","","",""
"ISic004374","","","",""
"ISic004375","","","",""
"ISic004376","","","",""
"ISic004377","","","",""
"ISic004378","","","",""
"ISic004379","","","",""
"ISic004380","","","",""
"ISic004381","","","",""
"ISic004382","","","",""
"ISic004383","","","",""
"ISic004384","","","",""
"ISic004385","","","","74000027 74000028"
"ISic004387","","","",""
"ISic004388","","","",""
"ISic004389","","","",""
"ISic004390","","","",""
"ISic004391","","","",""
"ISic004394","","","",""
"ISic004395","","","",""
"ISic004396","","161701","",""
"ISic004397","285072","108401","331389",""
"ISic004398","285073","108402","331390",""
"ISic004399","285074","108403","331391",""
"ISic004400","","","",""
"ISic004401","","","",""
"ISic004402","","","",""
"ISic004403","","","",""
"ISic004404","285013","114093","331121",""
"ISic004405","","","",""
"ISic004406","","","",""
"ISic004407","","","",""
"ISic004408","","","",""
"ISic004409","","","",""
"ISic004410","","","",""
"ISic004411","","","",""
"ISic004412","","","",""
"ISic004413","","","",""
"ISic004414","","","",""
"ISic004415","","","",""
"ISic004416","","","",""
"ISic004417","","","",""
"ISic004418","","","",""
"ISic004419","","","",""
"ISic004420","","","",""
"ISic004421","","","",""
"ISic004422","","","",""
"ISic004423","","","",""
"ISic004424","492946","","140835",""
"ISic004425","","","",""
"ISic004426","","","",""
"ISic004427","","","",""
"ISic004428","","","",""
"ISic004429","","","",""
"ISic004430","","","",""
"ISic004431","698377","150059","","68800041"
"ISic004432","698378","150060","","68800042"
"ISic004438","","","",""
"ISic004439","","","",""
"ISic004440","","","",""
"ISic004441","","","",""
"ISic004442","","","",""
"ISic004443","","","",""
"ISic004444","","","",""
"ISic004445","","","",""
"ISic004446","","","",""
"ISic004447","","","",""
"ISic004448","","","",""
"ISic004449","","","",""
"ISic004450","","","",""
"ISic004451","","","",""
"ISic004452","","","",""
"ISic004453","","","",""
"ISic004454","","","",""
"ISic004455","","","",""
"ISic004456","","","",""
"ISic004457","","","",""
"ISic004458","","","",""
"ISic004459","","","",""
"ISic004460","","","",""
"ISic004461","","","",""
"ISic004462","","","",""
"ISic004463","","","",""
"ISic004464","","","",""
"ISic004465","","","",""
"ISic004467","","","",""
"ISic004468","","","",""
"ISic004469","","","",""
"ISic004470","","","",""
"ISic004471","","","",""
"ISic004472","","","",""
"ISic004473","","","",""
"ISic004474","","","",""
"ISic004475","","","",""
"ISic004484","","","",""
"ISic020001","","","",""
"ISic020002","","","",""
"ISic020003","","","",""
"ISic020004","","","",""
"ISic020005","","","",""
"ISic020006","","","",""
"ISic020007","","","",""
"ISic020008","","","",""
"ISic020009","","","",""
"ISic020010","","","",""
"ISic020011","","","",""
"ISic020012","","","",""
"ISic020013","","","",""
"ISic020014","","","",""
"ISic020015","","","",""
"ISic020016","","","",""
"ISic020017","","","",""
"ISic020018","","","",""
"ISic020019","","","",""
"ISic020020","","","",""
"ISic020021","","","",""
"ISic020022","","","",""
"ISic020023","","","",""
"ISic020024","","","",""
"ISic020025","","","",""
"ISic020026","","","",""
"ISic020027","","","",""
"ISic020028","","","",""
"ISic020029","","","",""
"ISic020030","","","",""
"ISic020031","","","",""
"ISic020032","","","",""
"ISic020033","","","",""
"ISic020034","","","",""
"ISic020035","","","",""
"ISic020036","","","",""
"ISic020037","","","",""
"ISic020038","","","",""
"ISic020039","","","",""
"ISic020040","","","",""
"ISic020041","","","",""
"ISic020042","","","",""
"ISic020043","","","",""
"ISic020044","","","",""
"ISic020045","","","",""
"ISic020046","","","",""
"ISic020047","","","",""
"ISic020048","","","",""
"ISic020049","","","",""
"ISic020050","","","",""
"ISic020051","","","",""
"ISic020052","","","",""
"ISic020053","","","",""
"ISic020054","","","",""
"ISic020055","","","",""
"ISic020056","","","",""
"ISic020057","","","",""
"ISic020058","","","",""
"ISic020059","","","",""
"ISic020060","","","",""
"ISic020061","","","",""
"ISic020062","","","",""
"ISic020063","","","",""
"ISic020064","","","",""
"ISic020065","","","",""
"ISic020066","","","",""
"ISic020067","","","",""
"ISic020068","","","",""
"ISic020069","","","",""
"ISic020070","","","",""
"ISic020071","","","",""
"ISic020072","","","",""
"ISic020073","","","",""
"ISic020074","","","",""
"ISic020075","","","",""
"ISic020076","","","",""
"ISic020077","","","",""
"ISic020078","","","",""
"ISic020079","","","",""
"ISic020080","","","",""
"ISic020081","","","",""
"ISic020082","","","",""
"ISic020083","","","",""
"ISic020084","","","",""
"ISic020085","","","",""
"ISic020086","","","",""
"ISic020087","","","",""
"ISic020088","","","",""
"ISic020089","","","",""
"ISic020090","","","",""
"ISic020091","","","",""
"ISic020092","","","",""
"ISic020093","","","",""
"ISic020094","","","",""
"ISic020095","","","",""
"ISic020096","","","",""
"ISic020097","","","",""
"ISic020098","","","",""
"ISic020099","","","",""
"ISic020100","","","",""
"ISic020101","","","",""
"ISic020102","","","",""
"ISic020103","","","",""
"ISic020104","","","",""
"ISic020105","","","",""
"ISic020106","","","",""
"ISic020107","","","",""
"ISic020108","","","",""
"ISic020109","","","",""
"ISic020110","","","",""
"ISic020111","","","",""
"ISic020112","","","",""
"ISic020113","","","",""
"ISic020114","","","",""
"ISic020115","","","",""
"ISic020116","","","",""
"ISic020117","","","",""
"ISic020118","","","",""
"ISic020119","","","",""
"ISic020120","","","",""
"ISic020121","","","",""
"ISic020122","","","",""
"ISic020123","","","",""
"ISic020124","","","",""
"ISic020125","","","",""
"ISic020126","","","",""
"ISic020127","","","",""
"ISic020128","","","",""
"ISic020129","","","",""
"ISic020130","","","",""
"ISic020131","","","",""
"ISic020132","","","",""
"ISic020133","","","",""
"ISic020134","","","",""
"ISic020135","","","",""
"ISic020136","","","",""
"ISic020137","","","",""
"ISic020138","","","",""
"ISic020139","","","",""
"ISic020140","","","",""
"ISic020141","","","",""
"ISic020142","","","",""
"ISic020143","","","",""
"ISic020144","","","",""
"ISic020145","","","",""
"ISic020146","","","",""
"ISic020147","","","",""
"ISic020148","","","",""
"ISic020149","","","",""
"ISic020150","","","",""
"ISic020151","","","",""
"ISic020152","","","",""
"ISic020153","","","",""
"ISic020154","","","",""
"ISic020155","","","",""
"ISic020156","","","",""
"ISic020157","","","",""
"ISic020158","","","",""
"ISic020159","","","",""
"ISic020160","","","",""
"ISic020161","","","",""
"ISic020162","","","",""
"ISic020163","","","",""
"ISic020164","","","",""
"ISic020165","","","",""
"ISic020166","","","",""
"ISic020167","","","",""
"ISic020168","","","",""
"ISic020169","","","",""
"ISic020170","","","",""
"ISic020171","","","",""
"ISic020172","","","",""
"ISic020173","","","",""
"ISic020174","","","",""
"ISic020175","","","",""
"ISic020176","","","",""
"ISic020177","","","",""
"ISic020178","","","",""
"ISic020179","","","",""
"ISic020180","","","",""
"ISic020181","","","",""
"ISic020182","","","",""
"ISic020183","","","",""
"ISic020184","","","",""
"ISic020185","","","",""
"ISic020186","","","",""
"ISic020187","","","",""
"ISic020188","","","",""
"ISic020189","","","",""
"ISic020190","","","",""
"ISic020191","","","",""
"ISic020192","","","",""
"ISic020193","","","",""
"ISic020194","","","",""
"ISic020195","","","",""
"ISic020196","","","",""
"ISic020197","","","",""
"ISic020198","","","",""
"ISic020199","","","",""
"ISic020200","","","",""
"ISic020201","","","",""
"ISic020202","","","",""
"ISic020203","","","",""
"ISic020204","","","",""
"ISic020205","","","",""
"ISic020206","","","",""
"ISic020207","","","",""
"ISic020208","","","",""
"ISic020209","","","",""
"ISic020210","","","",""
"ISic020211","","","",""
"ISic020212","","","",""
"ISic020213","","","",""
"ISic020214","","","",""
"ISic020215","","","",""
"ISic020216","","","",""
"ISic020217","","","",""
"ISic020218","","","",""
"ISic020219","","","",""
"ISic020220","","","",""
"ISic020221","","","",""
"ISic020222","","","",""
"ISic020223","","","",""
"ISic020224","","","",""
"ISic020225","","","",""
"ISic020226","","","",""
"ISic020227","","","",""
"ISic020228","","","",""
"ISic020229","","","",""
"ISic020230","","","",""
"ISic020231","","","",""
"ISic020232","","","",""
"ISic020233","","","",""
"ISic020234","","","",""
"ISic020235","","","",""
"ISic020236","","","",""
"ISic020237","","","",""
"ISic020238","","","",""
"ISic020239","","","",""
"ISic020240","","","",""
"ISic020241","","","",""
"ISic020242","","","",""
"ISic020243","","","",""
"ISic020244","","","",""
"ISic020245","","","",""
"ISic020246","","","",""
"ISic020247","","","",""
"ISic020248","","","",""
"ISic020249","","","",""
"ISic020250","","","",""
"ISic020251","","","",""
"ISic020252","","","",""
"ISic020253","","","",""
"ISic020254","","","",""
"ISic020255","","","",""
"ISic020256","","","",""
"ISic020257","","","",""
"ISic020258","","","",""
"ISic020259","","","",""
"ISic020260","","","",""
"ISic020261","","","",""
"ISic020262","","","",""
"ISic020263","","","",""
"ISic020264","","","",""
"ISic020265","","","",""
"ISic020266","","","",""
"ISic020267","","","",""
"ISic020268","","","",""
"ISic020269","","","",""
"ISic020270","","","",""
"ISic020271","","","",""
"ISic020272","","","",""
"ISic020273","","","",""
"ISic020274","","","",""
"ISic020275","","","",""
"ISic020276","","","",""
"ISic020277","","","",""
"ISic020278","","","",""
"ISic020279","","","",""
"ISic020280","","","",""
"ISic020281","","","",""
"ISic020282","","","",""
"ISic020283","","","",""
"ISic020284","","","",""
"ISic020285","","","",""
"ISic020286","","","",""
"ISic020287","","","",""
"ISic020288","","","",""
"ISic020289","","","",""
"ISic020290","","","",""
"ISic020291","","","",""
"ISic020292","","","",""
"ISic020293","","","",""
"ISic020294","","","",""
"ISic020295","","","",""
"ISic020296","","","",""
"ISic020297","","","",""
"ISic020298","","","",""
"ISic020299","","","",""
"ISic020300","","","",""
"ISic020301","","","",""
"ISic020302","","","",""
"ISic020303","","","",""
"ISic020304","","","",""
"ISic020305","","","",""
"ISic020306","","","",""
"ISic020307","","","",""
"ISic020308","","","",""
"ISic020309","","","",""
"ISic020310","","","",""
"ISic020311","","","",""
"ISic020312","","","",""
"ISic020313","","","",""
"ISic020314","","","",""
"ISic020315","","","",""
"ISic020316","","","",""
"ISic020317","","","",""
"ISic020318","","","",""
"ISic020319","","","",""
"ISic020320","","","",""
"ISic020321","","","",""
"ISic020322","","","",""
"ISic020323","","","",""
"ISic020324","","","",""
"ISic020325","","","",""
"ISic020326","","","",""
"ISic020327","","","",""
"ISic020328","","","",""
"ISic020329","","","",""
"ISic020330","","","",""
"ISic020331","","","",""
"ISic020332","","","",""
"ISic020333","","","",""
"ISic020334","","","",""
"ISic020335","","","",""
"ISic020336","","","",""
"ISic020337","","","",""
"ISic020338","","","",""
"ISic020339","","","",""
"ISic020340","","","",""
"ISic020341","","","",""
"ISic020342","","","",""
"ISic020343","","","",""
"ISic020344","","","",""
"ISic020345","","","",""
"ISic020346","","","",""
"ISic020347","","","",""
"ISic020348","","","",""
"ISic020349","","","",""
"ISic020350","","","",""
"ISic020351","","","",""
"ISic020352","","","",""
"ISic020353","","","",""
"ISic020354","","","",""
"ISic020355","","","",""
"ISic020356","","","",""
"ISic020357","","","",""
"ISic020358","","","",""
"ISic020359","","","",""
"ISic020360","","","",""
"ISic020361","","","",""
"ISic020362","","","",""
"ISic020362","","","",""
"ISic020363","","","",""
"ISic020364","","","",""
"ISic020365","","","",""
"ISic020366","","","",""
"ISic020367","","","",""
"ISic020368","","","",""
"ISic020369","","","",""
"ISic020370","","","",""
"ISic020371","","","",""
"ISic020372","","","",""
"ISic020373","","","",""
"ISic020374","","","",""
"ISic020375","","","",""
"ISic020376","","","",""
"ISic020377","","","",""
"ISic020378","","","",""
"ISic020379","","","",""
"ISic020380","","","",""
"ISic020381","","","",""
"ISic020382","","","",""
"ISic020383","","","",""
"ISic020384","","","",""
"ISic020385","","","",""
"ISic020386","","","",""
"ISic020387","","","",""
"ISic020388","","","",""
"ISic020389","","","",""
"ISic020390","","","",""
"ISic020391","","","",""
"ISic020392","","","",""
"ISic020393","","","",""
"ISic020394","","","",""
"ISic020395","","","",""
"ISic020396","","","",""
"ISic020397","","","",""
"ISic020398","","","",""
"ISic020399","","","",""
"ISic020400","","","",""
"ISic020401","","","",""
"ISic020402","","","",""
"ISic020403","","","",""
"ISic020404","","","",""
"ISic020405","","","",""
"ISic020406","","","",""
"ISic020407","","","",""
"ISic020408","","","",""
"ISic020409","","","",""
"ISic020410","","","",""
"ISic020411","","","",""
"ISic020412","","","",""
"ISic020413","","","",""
"ISic020414","","","",""
"ISic020415","","","",""
"ISic020416","","","",""
"ISic020417","","","",""
"ISic020418","","","",""
"ISic020419","","","",""
"ISic020420","","","",""
"ISic020421","","","",""
"ISic020422","","","",""
"ISic020423","","","",""
"ISic020424","","","",""
"ISic020425","","","",""
"ISic020426","","","",""
"ISic020427","","","",""
"ISic020428","","","",""
"ISic020429","","","",""
"ISic020430","","","",""
"ISic020431","","","",""
"ISic020432","","","",""
"ISic020433","","","",""
"ISic020434","","","",""
"ISic020435","","","",""
"ISic020436","","","",""
"ISic020437","","","",""
"ISic020438","","","",""
"ISic020439","","","",""
"ISic020440","","","",""
"ISic020441","","","",""
"ISic020442","","","",""
"ISic020443","","","",""
"ISic020444","","","",""
"ISic020445","","","",""
"ISic020446","","","",""
"ISic020447","","","",""
"ISic020448","","","",""
"ISic020449","","","",""
"ISic020450","","","",""
"ISic020451","","","",""
"ISic020452","","","",""
"ISic020453","","","",""
"ISic020454","","","",""
"ISic020455","","","",""
"ISic020456","","","",""
"ISic020457","","","",""
"ISic020458","","","",""
"ISic020459","","","",""
"ISic020460","","","",""
"ISic020461","","","",""
"ISic020462","","","",""
"ISic020463","","","",""
"ISic020464","","","",""
"ISic020465","","","",""
"ISic020466","","","",""
"ISic020467","","","",""
"ISic020468","","","",""
"ISic020469","","","",""
"ISic020470","","","",""
"ISic020471","","","",""
"ISic020472","","","",""
"ISic020473","","","",""
"ISic020474","","","",""
"ISic020475","","","",""
"ISic020476","","","",""
"ISic020477","","","",""
"ISic020478","","","",""
"ISic020479","","","",""
"ISic020480","","","",""
"ISic020481","","","",""
"ISic020482","","","",""
"ISic020483","","","",""
"ISic020484","","","",""
"ISic020485","","","",""
"ISic020486","","","",""
"ISic020487","","","",""
"ISic020488","","","",""
"ISic020489","","","",""
"ISic020490","","","",""
"ISic020491","","","",""
"ISic020492","","","",""
"ISic020493","","","",""
"ISic020494","","","",""
"ISic020495","","","",""
"ISic020496","","","",""
"ISic020497","","","",""
"ISic020499","","","",""
"ISic020500","","","",""
"ISic020501","","","",""
"ISic020502","","","",""
"ISic020503","","","",""
"ISic020504","","","",""
"ISic020505","","","",""
"ISic020506","","","",""
"ISic020507","","","",""
"ISic020508","","","",""
"ISic020509","","","",""
"ISic020510","","","",""
"ISic020511","","","",""
"ISic020512","","","",""
"ISic020513","","","",""
"ISic020514","","","",""
"ISic020515","","","",""
"ISic020516","","","",""
"ISic020517","","","",""
"ISic020518","","","",""
"ISic020519","","","",""
"ISic020520","","","",""
"ISic020521","","","",""
"ISic020522","","","",""
"ISic020523","","","",""
"ISic020524","","","",""
"ISic020525","","","",""
"ISic020526","","","",""
"ISic020527","","","",""
"ISic020528","","","",""
"ISic020529","","","",""
"ISic020530","","","",""
"ISic020531","","","",""
"ISic020532","","","",""
"ISic020533","","","",""
"ISic020534","","","",""
"ISic020535","","","",""
"ISic020536","","","",""
"ISic020537","","","",""
"ISic020538","","","",""
"ISic020539","","","",""
"ISic020540","","","",""
"ISic020541","","","",""
"ISic020542","","","",""
"ISic020543","","","",""
"ISic020544","","","",""
"ISic020545","","","",""
"ISic020546","","","",""
"ISic020547","","","",""
"ISic020548","","","",""
"ISic020549","","","",""
"ISic020550","696209","","329462 330342",""
"ISic020551","","","",""
"ISic020552","","","",""
"ISic020553","","","",""
"ISic020554","","","",""
"ISic020555","","","",""
"ISic020556","","","",""
"ISic020558","","","",""
"ISic020559","","","",""
"ISic020560","","","",""
"ISic020561","","","",""
"ISic020562","","","",""
"ISic020563","","","",""
"ISic020564","","","",""
"ISic020565","","","",""
"ISic020566","","","",""
"ISic020567","","","",""
"ISic020568","","","",""
"ISic020569","","","",""
"ISic020570","","","",""
"ISic020571","","","",""
"ISic020572","","","",""
"ISic020573","","","",""
"ISic020574","","","",""
"ISic020575","","","",""
"ISic020576","","","",""
"ISic020577","","","",""
"ISic020578","","","",""
"ISic020579","","","",""
"ISic020580","","","",""
"ISic020581","","","",""
"ISic020582","","","",""
"ISic020583","","","",""
"ISic020584","","","",""
"ISic020585","","","",""
"ISic020586","","","",""
"ISic020587","","","",""
"ISic020588","","","",""
"ISic020589","","","",""
"ISic020590","","","",""
"ISic020591","","","",""
"ISic020592","696276","149901","195333 331816","64900804"
"ISic020593","696277","149903","195334 331817","64900805"
"ISic020594","698359","149836","195335 331233 331343","64900806 70900993"
"ISic020595","696279","","195336 331818","64900807"
"ISic020596","696280","","195337 331819","64900808"
"ISic020597","696285","149832","195538 330112 331830","64900714"
"ISic020598","","152434","195559 331206",""
"ISic020599","696304","150094","195572 331432","64900711"
"ISic020600","696305","150330","195573 301184",""
"ISic020601","696306","150332","195574","64900713"
"ISic020602","","","",""
"ISic020603","","","",""
"ISic020604","","","",""
"ISic020605","","","",""
"ISic020606","","","",""
"ISic020607","","","",""
"ISic020608","","","",""
"ISic020609","","","",""
"ISic020610","","","",""
"ISic020611","","","",""
"ISic020612","","","",""
"ISic020613","","","",""
"ISic020614","","","",""
"ISic020615","","","",""
"ISic020616","","","",""
"ISic020617","","","",""
"ISic020618","","","",""
"ISic020619","","","",""
"ISic020620","","","",""
"ISic020621","","","",""
"ISic020622","","","",""
"ISic020623","","","",""
"ISic020624","","","",""
"ISic020625","","","",""
"ISic020626","","","",""
"ISic020627","","","",""
"ISic020628","","","",""
"ISic020629","","","",""
"ISic020630","","","",""
"ISic020631","","","",""
"ISic020632","","","",""
"ISic020633","","","",""
"ISic020634","","","",""
"ISic020635","","","",""
"ISic020636","","","",""
"ISic020637","","","",""
"ISic020638","","","",""
"ISic020639","","","",""
"ISic020640","","","",""
"ISic020641","","","",""
"ISic020642","","","",""
"ISic020643","","","",""
"ISic020644","","","",""
"ISic020645","","","",""
"ISic020646","","","",""
"ISic020647","","","",""
"ISic020648","","","",""
"ISic020649","","","",""
"ISic020650","","","",""
"ISic020651","","","",""
"ISic020652","","","",""
"ISic020653","","","",""
"ISic020654","","","",""
"ISic020655","","","",""
"ISic020656","","","",""
"ISic020657","","","",""
"ISic020658","","","",""
"ISic020659","","","",""
"ISic020660","","","",""
"ISic020661","","","",""
"ISic020662","","","",""
"ISic020663","","","",""
"ISic020664","","","",""
"ISic020665","","","",""
"ISic020666","","","",""
"ISic020667","","","",""
"ISic020668","","","",""
"ISic020669","","","",""
"ISic020670","","","",""
"ISic020671","","","",""
"ISic020672","","","",""
"ISic020673","","","",""
"ISic020674","","","",""
"ISic020675","","","",""
"ISic020676","","","",""
"ISic020677","","","",""
"ISic020678","","","",""
"ISic020679","","","",""
"ISic020680","","","",""
"ISic020681","","","",""
"ISic020682","","","",""
"ISic020683","","","",""
"ISic020684","","","",""
"ISic020685","","","",""
"ISic020686","","","",""
"ISic020687","","","",""
"ISic020688","","","",""
"ISic020689","","","",""
"ISic020690","","","",""
"ISic020691","","","",""
"ISic020692","","","",""
"ISic020693","","","",""
"ISic020694","","","",""
"ISic020695","","","",""
"ISic020696","","","",""
"ISic020697","","","",""
"ISic020698","","","",""
"ISic020699","","","",""
"ISic020700","","","",""
"ISic020701","","","",""
"ISic020702","","","",""
"ISic020703","","","",""
"ISic020704","","","",""
